address,category,city,km distance,latitude,longitude,name,num reviews,origination,permanently closed?,price,rating,state
"2509 White Tail Dr, Cedar Falls, IA 50613",pharmacy,Cedar Falls,46.99733014602108,42.54075,-92.47594,Walgreens,1,"Dumont, IA",False,1,1.0,IA
"111 W Ridgeway Ave, Waterloo, IA 50701",pharmacy,Waterloo,59.44915937412512,42.4687843322754,-92.3574829101562,Walgreens,3,"Dumont, IA",False,1,3.0,IA
"840 S Oak St, Iowa Falls, IA 50126",pharmacy,Iowa Falls,36.36117095003211,42.50297,-93.26228,Clinic Pharmacy,1,"Dumont, IA",False,-1,3.0,IA
"3910 University Ave, Waterloo, IA 50701",pharmacy,Waterloo,54.15197990759626,42.5053863525391,-92.4027633666992,Walgreens,2,"Dumont, IA",False,1,5.0,IA
"4151 4th St SW, Mason City, IA 50401",pharmacy,Mason City,49.70696400593702,43.14612,-93.26261,Walmart Pharmacy,1,"Dumont, IA",False,-1,5.0,IA
"209 E San Marnan Dr, Waterloo, IA 50702",pharmacy,Waterloo,60.44805856569263,42.4581413,-92.3520584,Nucara Pharmacy,2,"Dumont, IA",False,3,1.5,IA
"1602 Edgington Ave, Eldora, IA 50627",pharmacy,Eldora,44.79450176426233,42.3608818054199,-93.1032485961914,Medicap Pharmacy,1,"Dumont, IA",False,-1,4.0,IA
"621 Broad St, Story City, IA 50248",pharmacy,Story City,80.87809058492013,42.1874122619629,-93.5947952270508,Story City Pharmacy,1,"Dumont, IA",False,2,3.0,IA
"621 G Ave, Grundy Center, IA 50638",pharmacy,Grundy Center,46.423618519249004,42.3618393,-92.7721634,Manly Drug Store,1,"Dumont, IA",False,-1,1.0,IA
"901 Kelly St, Charles City, IA 50616",pharmacy,Charles City,42.63992663979493,43.06735,-92.67523,Hy-Vee Food Store,2,"Dumont, IA",False,1,4.0,IA
"1825 E San Marnan Dr, Waterloo, IA 50702",pharmacy,Waterloo,62.01696371606974,42.467471,-92.321879,CVS Pharmacy,2,"Dumont, IA",False,-1,1.5,IA
"875 4th St SW, Mason City, IA 50401",pharmacy,Mason City,48.142068859147976,43.14776,-93.21414,Hy-Vee Drugstore,2,"Dumont, IA",False,2,3.0,IA
"525 Brandilynn Blvd, Cedar Falls, IA 50613",pharmacy,Cedar Falls,52.71423539821583,42.48637,-92.44002,Walmart Pharmacy,1,"Dumont, IA",False,-1,1.0,IA
"207 Franklin St, Waterloo, IA 50703",pharmacy,Waterloo,58.93743726973576,42.5041,-92.3369,CVS Pharmacy,1,"Dumont, IA",False,-1,4.0,IA
"615 S Monroe Ave, Mason City, IA 50401",pharmacy,Mason City,47.71292047191106,43.145961,-93.207778,Shopko,1,"Dumont, IA",False,2,3.0,IA
"616 E US Highway 9, Forest City, IA 50436",pharmacy,Forest City,78.30516596523026,43.269191,-93.627415,Shopko Hometown,1,"Dumont, IA",False,-1,2.0,IA
"600 2nd Ave N, Clear Lake, IA 50428",pharmacy,Clear Lake,54.31550919610073,43.13936,-93.38041,Journey Health Shop,2,"Dumont, IA",False,-1,5.0,IA
"1501 4th St SW, Mason City, IA 50401",pharmacy,Mason City,48.36691682702126,43.1482039,-93.2233516,Mercy Home Therapy Shoppe,2,"Dumont, IA",False,-1,1.0,IA
