address,category,city,km distance,latitude,longitude,name,num reviews,origination,permanently closed?,price,rating,state
"200 N B St, Indianola, IA 50125",dental,Indianola,22.033019268625125,41.36155,-93.563393,Dental Professionals,1,"St. Charles, IA",False,-1,5.0,IA
"475 S 50th St, Ste 300, West Des Moines, IA 50265",dental,West Des Moines,30.716494323152,41.56337,-93.77158,Foust Family Dental Care,3,"St. Charles, IA",False,-1,5.0,IA
"1025 60th St, West Des Moines, IA 50266",dental,West Des Moines,33.0266494310184,41.5853806,-93.7898102,Country Club Dental Care,5,"St. Charles, IA",False,-1,4.0,IA
"2521 Sunset Dr, Ste 2, Norwalk, IA 50211",dental,Norwalk,25.12747457766831,41.49113,-93.67479,Dimples Family Dentistry,1,"St. Charles, IA",False,-1,5.0,IA
"5918 Ashworth Rd, West Des Moines, IA 50266",dental,West Des Moines,32.859308974596495,41.5843442827463,-93.7891935557127,Kline Gregory L Dr,1,"St. Charles, IA",False,-1,5.0,IA
"4855 Mills Civic Pkwy, Ste 201, West Des Moines, IA 50265",dental,West Des Moines,30.347484079137526,41.559856,-93.768043,Erickson Endodontics,1,"St. Charles, IA",False,-1,5.0,IA
"105 Valley West Dr, West Des Moines, IA 50265",dental,West Des Moines,31.71525635129783,41.5706061,-93.7514045,Smile Orthodontics,1,"St. Charles, IA",False,-1,5.0,IA
"530 39th St, Des Moines, IA 50312",dental,Des Moines,34.990263375366325,41.58565,-93.67016,Smile Orthodontics,3,"St. Charles, IA",False,-1,5.0,IA
"275 50th St, West Des Moines, IA 50265",dental,West Des Moines,31.771375023647487,41.5729221934079,-93.7704397276127,E.P. True Dental,9,"St. Charles, IA",False,-1,4.5,IA
"5950 Village View Dr, Ste 200, West Des Moines, IA 50266",dental,West Des Moines,30.61736344304484,41.5637055,-93.7895741,Des Moines Children's Dentistry,3,"St. Charles, IA",False,-1,4.5,IA
"2000 N 4th St, Indianola, IA 50125",dental,Indianola,23.481447022454596,41.380499,-93.555497,"Michael T Lindeberg, DDS",1,"St. Charles, IA",False,-1,4.0,IA
"405 6th Ave, Ste 114, Des Moines, IA 50309",dental,Des Moines,36.56751314847821,41.58715,-93.62477,Downtown Dental Care,3,"St. Charles, IA",False,-1,5.0,IA
"1101 Chatham Ave, Norwalk, IA 50211",dental,Norwalk,24.800336359795633,41.48775,-93.6749,Norwalk Family Dentistry,3,"St. Charles, IA",False,-1,2.5,IA
"4930 SE 14th St, Des Moines, IA 50320",dental,Des Moines,32.868542268714364,41.5381349315546,-93.5973624594044,Aspen Dental,6,"St. Charles, IA",False,-1,3.0,IA
"1200 Valley West Dr, Ste 109, West Des Moines, IA 50266",dental,West Des Moines,33.82855979713048,41.5899689,-93.7528324,"James Hawks, DDS, PC",2,"St. Charles, IA",False,-1,5.0,IA
"4090 Westown Pkwy, Ste 101, West Des Moines, IA 50266",dental,West Des Moines,34.18959397132975,41.5938862137389,-93.7594271555506,Stork Orthodontics,5,"St. Charles, IA",False,-1,5.0,IA
"1111 Jordan Creek Pkwy, West Des Moines, IA 50266",dental,West Des Moines,32.78439582122161,41.583478,-93.807758,Jordan Creek Pediatric Dentistry,3,"St. Charles, IA",False,-1,3.5,IA
"3311 SW 9th St, Ste 200, Des Moines, IA 50315",dental,Des Moines,33.249394943592606,41.55402,-93.62508,Southside Smiles Family Dentistry,1,"St. Charles, IA",False,-1,4.0,IA
"4090 Westown Pkwy, Ste A4, West Des Moines, IA 50266",dental,West Des Moines,34.17660514371988,41.5937614,-93.7601013,Parkway Periodontal Group PC,1,"St. Charles, IA",False,-1,5.0,IA
"1000 73rd St, Ste 10, Windsor Heights, IA 50324",dental,Windsor Heights,35.062574663635075,41.596866,-93.719968,Pediatric Dentistry,1,"St. Charles, IA",False,-1,5.0,IA
