address,category,city,km distance,latitude,longitude,name,num reviews,origination,permanently closed?,price,rating,state
"103 W Main St, New London, IA 52645",optometrist,New London,22.159166477185387,40.9255447387695,-91.4020080566406,McPheron Robert S Optometrist,2,"Mediapolis, IA",False,-1,5.0,IA
"1035 Lawrence Dr, Ste 106, Burlington, IA 52601",optometrist,Burlington,23.595147567379083,40.797684940876,-91.140743335809,All About Eyes - Burlington,2,"Mediapolis, IA",False,1,4.5,IA
"315 Parham St, Ste B, Muscatine, IA 52761",optometrist,Muscatine,48.11909349660824,41.43428,-91.0561,Family Eye Center,2,"Mediapolis, IA",False,-1,5.0,IA
"1035 Lawrence Dr, Ste 106, Burlington, IA 52601",optometrist,Burlington,23.5870446472877,40.797755,-91.140795,"Spitz Eyecare, LLC",1,"Mediapolis, IA",False,-1,5.0,IA
"605 S 10th Ave, Washington, IA 52353",optometrist,Washington,53.74662212613414,41.2938766479492,-91.6814727783203,Williams Ben Optometrist,1,"Mediapolis, IA",False,-1,5.0,IA
"315 Parham St, Muscatine, IA 52761",optometrist,Muscatine,48.12010978620732,41.43428,-91.0561,Virdi Eye Clinic,1,"Mediapolis, IA",False,-1,1.0,IA
"1176 Commercial Dr, Riverside, IA 52327",optometrist,Riverside,62.14278596939247,41.4875740864398,-91.5468949824572,Iowa River Crossing,1,"Mediapolis, IA",False,-1,4.0,IA
"505 E Grant St, Ste 206, Macomb, IL 61455",optometrist,Macomb,75.20837704444263,40.447095,-90.666173,McDonough Eye Associates,2,"Mediapolis, IA",False,-1,5.0,IL
"834 N Seminary St, Galesburg, IL 61401",optometrist,Galesburg,67.179359391015,40.95709,-90.36529,Ruppel James R MD,1,"Mediapolis, IA",False,-1,5.0,IL
"1700 Park Ave, Muscatine, IA 52761",optometrist,Muscatine,49.64471272307379,41.44465,-91.03127,Vision Center PC,1,"Mediapolis, IA",False,-1,1.0,IA
"1718 E Kimberly Rd, Davenport, IA 52807",optometrist,Davenport,79.55765324508643,41.5574258325614,-90.5506145954132,Lifetime Eyehealth Associates,2,"Mediapolis, IA",False,2,4.0,IA
"3378 Middle Rd, Bettendorf, IA 52722",optometrist,Bettendorf,82.71234709795014,41.5515213,-90.4851685,Eye Care Studio,3,"Mediapolis, IA",False,3,5.0,IA
"301 S Iowa Ave, Washington, IA 52353",optometrist,Washington,54.68531742408777,41.2971458435059,-91.6921768188477,Washington Eye Care Center,1,"Mediapolis, IA",False,-1,1.0,IA
"4500 16th St, Spc 100, Moline, IL 61265",optometrist,Moline,74.95525987813498,41.4659701,-90.503186,LensCrafters,2,"Mediapolis, IA",False,2,5.0,IL
"2150 East Kimberly Road, Davenport, IA 52807",optometrist,Davenport,79.79532092321209,41.55735,-90.54606,Vision4Less,7,"Mediapolis, IA",False,2,3.5,IA
"1230 E Rusholme St, Ste 203, Bldg 2, Davenport, IA 52803",optometrist,Davenport,78.03953285406229,41.543473,-90.5568577,Davenport Eye Group,3,"Mediapolis, IA",False,-1,4.5,IA
"777 Tanglefoot Ln, Bettendorf, IA 52722",optometrist,Bettendorf,81.3420515490738,41.5597648620605,-90.5210647583008,"Eye Surgeons Associates, PC",3,"Mediapolis, IA",False,-1,2.5,IA
"2501 24th St, Rock Island, IL 61201",optometrist,Rock Island,72.64110404354695,41.4846604536284,-90.566570390213,Rock Island Optometric Center,2,"Mediapolis, IA",False,-1,3.0,IL
"1302 7th St, Ste 201, Moline, IL 61265",optometrist,Moline,76.03660894339716,41.49904,-90.52736,Wayne Eileen MD Eye Surgeon,1,"Mediapolis, IA",False,-1,5.0,IL
"4310 E 53rd St, Davenport, IA 52807",optometrist,Davenport,83.25481798167847,41.57548,-90.51081,Eyecare Pavilion & Dispensary,4,"Mediapolis, IA",False,2,3.0,IA
