address,category,city,km distance,latitude,longitude,name,num reviews,origination,permanently closed?,price,rating,state
"4048 Glass Rd NE, Cedar Rapids, IA 52402",dental,Cedar Rapids,13.616704924557531,42.01861,-91.69787,River Ridge Dental,6,"Atkins, IA",False,-1,5.0,IA
"4207 Glass Rd NE, Ste 2, Cedar Rapids, IA 52402",dental,Cedar Rapids,13.361666529031295,42.01643,-91.70052,Balster Pediatric Dentistry,3,"Atkins, IA",False,-1,5.0,IA
"4141 Glass Rd NE, Cedar Rapids, IA 52402",dental,Cedar Rapids,13.488953137800529,42.01694,-91.6988,Horton Family Dental,1,"Atkins, IA",False,-1,5.0,IA
"1700 Blairs Ferry Rd, Hiawatha, IA 52233",dental,Hiawatha,16.185099665510094,42.042283,-91.674439,Blair Ridge Dental,5,"Atkins, IA",False,-1,4.0,IA
"4332 Center Point Rd NE, Cedar Rapids, IA 52402",dental,Cedar Rapids,16.3167026655778,42.02329,-91.6657,Dental Health Partners,1,"Atkins, IA",False,-1,5.0,IA
"2315 Edgewood Rd SW, Ste 160, Cedar Rapids, IA 52404",dental,Cedar Rapids,12.572372792233763,41.95555,-91.71504,Aspen Dental,1,"Atkins, IA",False,-1,1.0,IA
"4090 21st Ave SW, Cedar Rapids, IA 52404",dental,Cedar Rapids,11.622442955158354,41.95949,-91.72531,Kimball & Beecher Family Dentistry,2,"Atkins, IA",False,-1,3.0,IA
"1395 Boyson Rd, Hiawatha, IA 52233",dental,Hiawatha,14.9522535471519,42.043757,-91.691183,Dental Implant & Oral Surgery Specialists of Iowa,3,"Atkins, IA",False,-1,3.5,IA
"5350 Kirkwood Blvd SW, Ste 700, Cedar Rapids, IA 52404",dental,Cedar Rapids,18.402330482463906,41.9224487,-91.6573865,Iowa Pediatric Dental Center,1,"Atkins, IA",False,-1,1.0,IA
"1475 Boyson Rd, Hiawatha, IA 52233",dental,Hiawatha,14.874005801091352,42.043758392334,-91.6920852661133,Boyson Dental,1,"Atkins, IA",False,-1,5.0,IA
"3605 Center Point Rd NE, Cedar Rapids, IA 52402",dental,Cedar Rapids,16.22742948530858,42.01574,-91.6647,Spring Valley Dental Care,3,"Atkins, IA",False,-1,5.0,IA
"4332 Center Point Rd NE, Dental Health Partner, Cedar Rapids, IA 52402",dental,Cedar Rapids,16.3167026655778,42.02329,-91.6657,"Paula Kral, DDS",1,"Atkins, IA",False,-1,5.0,IA
"3135 Wiley Blvd SW, Ste 104, Cedar Rapids, IA 52404",dental,Cedar Rapids,12.522476498412356,41.94696,-91.72028,Affordable Dentures,2,"Atkins, IA",False,-1,1.0,IA
"3605 Center Point Rd NE, Cedar Rapids, IA 52402",dental,Cedar Rapids,16.227795122106777,42.0158192,-91.664786,Dental Associates of Cedar Rapids,3,"Atkins, IA",False,-1,4.0,IA
"1201 42nd St NE, Cedar Rapids, IA 52402",dental,Cedar Rapids,17.24357771798263,42.02093,-91.65358,Noelridge Dental,1,"Atkins, IA",False,-1,2.0,IA
"1615-32nd St NE, Ste 3, Cedar Rapids, IA 52402",dental,Cedar Rapids,16.49949545582503,42.00994,-91.66055,Hands In Harmony,26,"Atkins, IA",False,2,4.5,IA
"3031 Center Point Rd NE, Cedar Rapids, IA 52402",dental,Cedar Rapids,16.208440026847757,42.00973,-91.6639,Cedar Rapids Family Dental Center,1,"Atkins, IA",False,-1,2.0,IA
"1260 3rd Ave SE, Cedar Rapids, IA 52403",dental,Cedar Rapids,16.91524557468141,41.98452,-91.65454,Cedar Rapids Smile Center,3,"Atkins, IA",False,-1,3.0,IA
"2315 Edgewood Rd SW, Cedar Rapids, IA 52404",dental,Cedar Rapids,12.566305013690334,41.955977,-91.715091,Aspen Dental,3,"Atkins, IA",False,-1,1.0,IA
"1630 32nd St NE, Cedar Rapids, IA 52402",dental,Cedar Rapids,16.49533598047829,42.01086,-91.66078,"Family SmileCare Center, PLC",3,"Atkins, IA",False,-1,2.5,IA
