address,category,city,km distance,latitude,longitude,name,num reviews,origination,permanently closed?,price,rating,state
"20211 Manderson St, Elkhorn, NE 68022",dental,Elkhorn,40.36832454254039,41.29253,-96.23095,Today's Dental,4,"Missouri Valley, IA",False,-1,5.0,NE
"15813 Cw Hadan Dr, Bennington, NE 68007",dental,Bennington,29.91251432320789,41.371579,-96.160034,Quality Dental Care,2,"Missouri Valley, IA",False,-1,5.0,NE
"713 N 132nd St, Omaha, NE 68154",dental,Omaha,37.27772603129224,41.2663522,-96.1195142,Quality Dental Care,14,"Missouri Valley, IA",False,-1,5.0,NE
"138 S 17th St, Blair, NE 68008",dental,Blair,19.550616266526678,41.5433282,-96.1376251,Blair Dental Clinic,1,"Missouri Valley, IA",False,-1,5.0,NE
"10365 Pacific St, Omaha, NE 68114",dental,Omaha,37.55457548247198,41.2477220427611,-96.0753699019913,Dentistry For Health,11,"Missouri Valley, IA",False,-1,4.5,NE
"15672 W Maple Rd, Omaha, NE 68116",dental,Omaha,36.56884606304753,41.2922749663275,-96.1592448104659,All Care Dental,10,"Missouri Valley, IA",False,-1,4.5,NE
"11717 Burt St, Ste 100, Omaha, NE 68154",dental,Omaha,36.5862137359318,41.265308,-96.098785,"Cristin C Wilson, DDS",1,"Missouri Valley, IA",False,-1,5.0,NE
"1026 Woodbury Ave, Council Bluffs, IA 51503",dental,Council Bluffs,36.106439198956906,41.2403,-95.8268,Omni Dental Centre,2,"Missouri Valley, IA",False,-1,3.0,IA
"8710 N 30th St, Omaha, NE 68112",dental,Omaha,24.9957823676212,41.33936,-95.96174,Husker Dental,1,"Missouri Valley, IA",False,-1,5.0,NE
"5050 L St, Omaha, NE 68117",dental,Omaha,39.31157539779844,41.2129135131836,-95.9933013916016,Parra Family Dentistry,3,"Missouri Valley, IA",False,-1,5.0,NE
"12021 Shamrock Plz, Omaha, NE 68154",dental,Omaha,38.29383200671486,41.24926,-96.10196,Pacific Hills Dental,11,"Missouri Valley, IA",False,-1,4.5,NE
"1105 Howard St, Fl 2, Omaha, NE 68102",dental,Omaha,33.967834891617656,41.25514,-95.931,Summit Dental Health Old Market,6,"Missouri Valley, IA",False,-1,3.5,NE
"9961 S 168th Ave, Omaha, NE 68136",dental,Omaha,49.992686181532726,41.160257,-96.178,Sanders Family Dental,3,"Missouri Valley, IA",False,-1,5.0,NE
"3635 N 129th St, Omaha, NE 68164",dental,Omaha,34.73250666153121,41.2908474416069,-96.115229832016,"Dennis M Anderson ,DDS MS-  Gum Disease Specialists",3,"Missouri Valley, IA",False,-1,5.0,NE
"7348 Blondo St, Omaha, NE 68134",dental,Omaha,32.979882326725225,41.2783299,-96.02685,Hoover Dental,2,"Missouri Valley, IA",False,-1,5.0,NE
"1860 Madison Ave, Ste 4, Council Bluffs, IA 51503",dental,Council Bluffs,36.002896240410564,41.24172,-95.82016,Stuntz Family Dentistry,2,"Missouri Valley, IA",False,-1,5.0,IA
"8517 N 30th St, Omaha, NE 68112",dental,Omaha,25.1499059732253,41.337837,-95.96057,"William A Steiner, DDS",1,"Missouri Valley, IA",False,-1,5.0,NE
"40 Northcrest Dr, Ste 1, Council Bluffs, IA 51503",dental,Council Bluffs,32.5752586377801,41.272348,-95.829594,Children's Dentistry of Council Bluffs PC DDS,2,"Missouri Valley, IA",False,-1,5.0,IA
"13808 W Maple Rd, Ste 112, Omaha, NE 68164",dental,Omaha,35.16622924976512,41.292694,-96.129247,The Dentists at Hillsborough,2,"Missouri Valley, IA",False,-1,5.0,NE
"1720 N 120th St, Omaha, NE 68154",dental,Omaha,35.62983064094666,41.2756531,-96.1007055,Candlewood Dental,1,"Missouri Valley, IA",False,-1,5.0,NE
