,year,name,population,poverty-rate,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,renter-occupied-households,eviction-filings,evictions,eviction-rate,eviction-filing-rate
0,2000,Hospers,672.0,6.39,15.65,450.0,37083.0,67200.0,23.8,96.28,0.0,0.6,1.04,0.45,0.0,41.0,0.0,0.0,0.0,0.0
1,2001,Hospers,672.0,6.39,15.65,450.0,37083.0,67200.0,23.8,96.28,0.0,0.6,1.04,0.45,0.0,39.0,0.0,0.0,0.0,0.0
2,2002,Hospers,672.0,6.39,15.65,450.0,37083.0,67200.0,23.8,96.28,0.0,0.6,1.04,0.45,0.0,38.0,0.0,0.0,0.0,0.0
3,2003,Hospers,672.0,6.39,15.65,450.0,37083.0,67200.0,23.8,96.28,0.0,0.6,1.04,0.45,0.0,36.0,0.0,0.0,0.0,0.0
4,2004,Hospers,672.0,6.39,15.65,450.0,37083.0,67200.0,23.8,96.28,0.0,0.6,1.04,0.45,0.0,35.0,0.0,0.0,0.0,0.0
5,2005,Hospers,792.0,1.32,15.7,618.0,44306.0,79900.0,18.6,98.61,0.0,1.39,0.0,0.0,0.0,34.0,1.0,1.0,2.13,2.13
6,2006,Hospers,792.0,1.32,15.7,618.0,44306.0,79900.0,18.6,98.61,0.0,1.39,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0
7,2007,Hospers,792.0,1.32,15.7,618.0,44306.0,79900.0,18.6,98.61,0.0,1.39,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0
8,2008,Hospers,792.0,1.32,15.7,618.0,44306.0,79900.0,18.6,98.61,0.0,1.39,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0
9,2009,Hospers,792.0,1.32,15.7,618.0,44306.0,79900.0,18.6,98.61,0.0,1.39,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0
10,2010,Hospers,698.0,2.5,11.87,586.0,45147.0,78500.0,18.1,95.99,0.14,2.15,0.29,0.43,0.0,27.0,0.0,0.0,0.0,0.0
