,year,name,population,poverty-rate,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,renter-occupied-households,eviction-filings,evictions,eviction-rate,eviction-filing-rate
0,2001,Agency,622.0,5.26,18.75,354.0,36912.0,62500.0,17.5,98.55,0.16,0.8,0.0,0.48,0.0,44.0,0.0,0.0,0.0,0.0
1,2002,Agency,622.0,5.26,18.75,354.0,36912.0,62500.0,17.5,98.55,0.16,0.8,0.0,0.48,0.0,45.0,1.0,1.0,1.04,1.04
2,2003,Agency,622.0,5.26,18.75,354.0,36912.0,62500.0,17.5,98.55,0.16,0.8,0.0,0.48,0.0,45.0,2.0,2.0,4.11,4.11
3,2004,Agency,622.0,5.26,18.75,354.0,36912.0,62500.0,17.5,98.55,0.16,0.8,0.0,0.48,0.0,45.0,1.0,1.0,2.06,2.06
4,2005,Agency,690.0,3.31,18.48,220.0,35278.0,72800.0,19.3,98.7,0.0,1.3,0.0,0.0,0.0,46.0,2.0,2.0,5.02,5.02
5,2006,Agency,690.0,3.31,18.48,220.0,35278.0,72800.0,19.3,98.7,0.0,1.3,0.0,0.0,0.0,46.0,1.0,1.0,1.99,1.99
6,2007,Agency,690.0,3.31,18.48,220.0,35278.0,72800.0,19.3,98.7,0.0,1.3,0.0,0.0,0.0,47.0,1.0,1.0,0.98,0.98
7,2008,Agency,690.0,3.31,18.48,220.0,35278.0,72800.0,19.3,98.7,0.0,1.3,0.0,0.0,0.0,47.0,2.0,2.0,3.9,3.9
8,2009,Agency,690.0,3.31,18.48,220.0,35278.0,72800.0,19.3,98.7,0.0,1.3,0.0,0.0,0.0,48.0,2.0,2.0,3.86,3.86
9,2010,Agency,638.0,2.45,21.66,617.0,39464.0,79600.0,20.9,96.39,0.0,2.35,0.31,0.0,0.0,48.0,1.0,1.0,0.96,2.87
10,2011,Agency,655.0,3.98,24.5,505.0,37857.0,87900.0,23.1,97.1,0.0,0.46,0.76,0.0,0.0,49.0,1.0,0.0,0.0,0.94
11,2012,Agency,655.0,3.98,24.5,505.0,37857.0,87900.0,23.1,97.1,0.0,0.46,0.76,0.0,0.0,50.0,1.0,1.0,2.79,2.79
12,2013,Agency,655.0,3.98,24.5,505.0,37857.0,87900.0,23.1,97.1,0.0,0.46,0.76,0.0,0.0,51.0,1.0,1.0,0.01,0.92
13,2014,Agency,655.0,3.98,24.5,505.0,37857.0,87900.0,23.1,97.1,0.0,0.46,0.76,0.0,0.0,51.0,1.0,1.0,0.01,0.01
14,2015,Agency,655.0,3.98,24.5,505.0,37857.0,87900.0,23.1,97.1,0.0,0.46,0.76,0.0,0.0,52.0,2.0,2.0,3.57,3.57
15,2016,Agency,655.0,3.98,24.5,505.0,37857.0,87900.0,23.1,97.1,0.0,0.46,0.76,0.0,0.0,52.0,0.0,0.0,0.0,0.0
