,year,name,population,poverty-rate,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,renter-occupied-households,eviction-filings,evictions,eviction-rate,eviction-filing-rate
0,2001,Radcliffe,607.0,1.12,20.63,417.0,39417.0,63200.0,19.4,94.4,0.0,4.45,0.0,0.0,0.0,59.0,2.0,2.0,3.06,3.06
1,2002,Radcliffe,607.0,1.12,20.63,417.0,39417.0,63200.0,19.4,94.4,0.0,4.45,0.0,0.0,0.0,57.0,1.0,1.0,1.05,1.05
2,2003,Radcliffe,607.0,1.12,20.63,417.0,39417.0,63200.0,19.4,94.4,0.0,4.45,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0
3,2004,Radcliffe,607.0,1.12,20.63,417.0,39417.0,63200.0,19.4,94.4,0.0,4.45,0.0,0.0,0.0,54.0,1.0,1.0,1.11,1.11
4,2005,Radcliffe,522.0,4.14,21.05,400.0,48750.0,76400.0,22.3,100.0,0.0,0.0,0.0,0.0,0.0,53.0,1.0,1.0,2.27,2.27
5,2006,Radcliffe,522.0,4.14,21.05,400.0,48750.0,76400.0,22.3,100.0,0.0,0.0,0.0,0.0,0.0,51.0,1.0,1.0,1.18,1.18
6,2007,Radcliffe,522.0,4.14,21.05,400.0,48750.0,76400.0,22.3,100.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,1.0,1.2,1.2
7,2008,Radcliffe,522.0,4.14,21.05,400.0,48750.0,76400.0,22.3,100.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0
8,2009,Radcliffe,522.0,4.14,21.05,400.0,48750.0,76400.0,22.3,100.0,0.0,0.0,0.0,0.0,0.0,47.0,1.0,1.0,2.56,2.56
9,2010,Radcliffe,545.0,5.26,21.4,422.0,50694.0,86500.0,18.8,93.94,0.0,5.69,0.18,0.0,0.0,45.0,1.0,1.0,1.33,1.33
10,2011,Radcliffe,560.0,3.23,22.5,393.0,53333.0,85000.0,24.0,95.36,0.0,4.64,0.0,0.0,0.0,45.0,4.0,1.0,2.63,7.89
11,2012,Radcliffe,560.0,3.23,22.5,393.0,53333.0,85000.0,24.0,95.36,0.0,4.64,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0
12,2013,Radcliffe,560.0,3.23,22.5,393.0,53333.0,85000.0,24.0,95.36,0.0,4.64,0.0,0.0,0.0,46.0,1.0,1.0,1.3,1.3
13,2014,Radcliffe,560.0,3.23,22.5,393.0,53333.0,85000.0,24.0,95.36,0.0,4.64,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0
14,2015,Radcliffe,560.0,3.23,22.5,393.0,53333.0,85000.0,24.0,95.36,0.0,4.64,0.0,0.0,0.0,47.0,2.0,0.0,0.0,3.85
15,2016,Radcliffe,560.0,3.23,22.5,393.0,53333.0,85000.0,24.0,95.36,0.0,4.64,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0
