,year,name,population,poverty-rate,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,renter-occupied-households,eviction-filings,evictions,eviction-rate,eviction-filing-rate
0,2000,Williamsburg,2622.0,4.33,26.77,425.0,36528.0,100200.0,22.0,97.44,0.11,1.72,0.04,0.23,0.11,286.0,0.0,0.0,0.0,0.0
1,2001,Williamsburg,2622.0,4.33,26.77,425.0,36528.0,100200.0,22.0,97.44,0.11,1.72,0.04,0.23,0.11,296.0,1.0,0.0,0.0,0.34
2,2002,Williamsburg,2622.0,4.33,26.77,425.0,36528.0,100200.0,22.0,97.44,0.11,1.72,0.04,0.23,0.11,306.0,3.0,2.0,0.65,0.98
3,2003,Williamsburg,2622.0,4.33,26.77,425.0,36528.0,100200.0,22.0,97.44,0.11,1.72,0.04,0.23,0.11,316.0,4.0,1.0,0.32,1.26
4,2004,Williamsburg,2622.0,4.33,26.77,425.0,36528.0,100200.0,22.0,97.44,0.11,1.72,0.04,0.23,0.11,325.0,1.0,1.0,0.3,0.3
5,2005,Williamsburg,2787.0,4.46,29.98,650.0,63472.0,138400.0,19.0,94.65,0.0,4.05,0.0,0.0,0.0,336.0,3.0,3.0,0.88,0.88
6,2006,Williamsburg,2787.0,4.46,29.98,650.0,63472.0,138400.0,19.0,94.65,0.0,4.05,0.0,0.0,0.0,345.0,3.0,3.0,0.86,0.86
7,2007,Williamsburg,2787.0,4.46,29.98,650.0,63472.0,138400.0,19.0,94.65,0.0,4.05,0.0,0.0,0.0,355.0,1.0,1.0,0.28,0.28
8,2008,Williamsburg,2787.0,4.46,29.98,650.0,63472.0,138400.0,19.0,94.65,0.0,4.05,0.0,0.0,0.0,365.0,3.0,3.0,0.8,0.8
9,2009,Williamsburg,2787.0,4.46,29.98,650.0,63472.0,138400.0,19.0,94.65,0.0,4.05,0.0,0.0,0.0,375.0,2.0,2.0,0.53,0.53
10,2010,Williamsburg,3068.0,8.65,29.79,545.0,51635.0,140200.0,20.6,97.26,0.16,1.47,0.03,0.29,0.03,385.0,2.0,0.0,0.0,0.52
11,2011,Williamsburg,3128.0,7.87,30.38,495.0,54367.0,147700.0,21.9,97.76,0.0,1.57,0.0,0.0,0.0,392.0,4.0,4.0,1.02,1.02
12,2012,Williamsburg,3128.0,7.87,30.38,495.0,54367.0,147700.0,21.9,97.76,0.0,1.57,0.0,0.0,0.0,397.0,1.0,0.0,0.0,0.25
13,2013,Williamsburg,3128.0,7.87,30.38,495.0,54367.0,147700.0,21.9,97.76,0.0,1.57,0.0,0.0,0.0,404.0,5.0,2.0,0.49,1.22
14,2014,Williamsburg,3128.0,7.87,30.38,495.0,54367.0,147700.0,21.9,97.76,0.0,1.57,0.0,0.0,0.0,411.0,4.0,1.0,0.0,0.97
15,2015,Williamsburg,3128.0,7.87,30.38,495.0,54367.0,147700.0,21.9,97.76,0.0,1.57,0.0,0.0,0.0,416.0,10.0,6.0,1.42,2.37
16,2016,Williamsburg,3128.0,7.87,30.38,495.0,54367.0,147700.0,21.9,97.76,0.0,1.57,0.0,0.0,0.0,423.0,8.0,5.0,1.17,1.88
