,year,name,population,poverty-rate,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,renter-occupied-households,eviction-filings,evictions,eviction-rate,eviction-filing-rate
0,2001,Madrid,2264.0,7.77,21.66,433.0,39706.0,71800.0,19.3,98.37,0.0,1.19,0.09,0.22,0.0,198.0,0.0,0.0,0.0,0.0
1,2002,Madrid,2264.0,7.77,21.66,433.0,39706.0,71800.0,19.3,98.37,0.0,1.19,0.09,0.22,0.0,206.0,2.0,1.0,0.44,0.88
2,2003,Madrid,2264.0,7.77,21.66,433.0,39706.0,71800.0,19.3,98.37,0.0,1.19,0.09,0.22,0.0,213.0,5.0,4.0,1.69,2.12
3,2004,Madrid,2264.0,7.77,21.66,433.0,39706.0,71800.0,19.3,98.37,0.0,1.19,0.09,0.22,0.0,221.0,3.0,3.0,1.23,1.23
4,2005,Madrid,2580.0,5.15,24.35,558.0,43590.0,105400.0,24.0,100.0,0.0,0.0,0.0,0.0,0.0,229.0,9.0,3.0,1.18,3.96
5,2006,Madrid,2580.0,5.15,24.35,558.0,43590.0,105400.0,24.0,100.0,0.0,0.0,0.0,0.0,0.0,237.0,5.0,2.0,0.76,1.91
6,2007,Madrid,2580.0,5.15,24.35,558.0,43590.0,105400.0,24.0,100.0,0.0,0.0,0.0,0.0,0.0,245.0,5.0,5.0,1.85,1.85
7,2008,Madrid,2580.0,5.15,24.35,558.0,43590.0,105400.0,24.0,100.0,0.0,0.0,0.0,0.0,0.0,252.0,4.0,3.0,1.07,1.43
8,2009,Madrid,2580.0,5.15,24.35,558.0,43590.0,105400.0,24.0,100.0,0.0,0.0,0.0,0.0,0.0,260.0,6.0,6.0,2.43,2.43
9,2010,Madrid,2543.0,5.42,27.37,690.0,49500.0,103500.0,23.9,97.96,0.2,0.83,0.08,0.08,0.04,269.0,5.0,5.0,1.69,1.69
10,2011,Madrid,2554.0,8.02,28.67,729.0,54444.0,111300.0,21.6,97.49,0.0,1.06,0.0,0.0,0.0,274.0,9.0,4.0,1.31,3.28
11,2012,Madrid,2554.0,8.02,28.67,729.0,54444.0,111300.0,21.6,97.49,0.0,1.06,0.0,0.0,0.0,279.0,6.0,3.0,0.98,2.28
12,2013,Madrid,2554.0,8.02,28.67,729.0,54444.0,111300.0,21.6,97.49,0.0,1.06,0.0,0.0,0.0,285.0,6.0,4.0,1.27,2.22
13,2014,Madrid,2554.0,8.02,28.67,729.0,54444.0,111300.0,21.6,97.49,0.0,1.06,0.0,0.0,0.0,290.0,6.0,4.0,1.24,2.18
14,2015,Madrid,2554.0,8.02,28.67,729.0,54444.0,111300.0,21.6,97.49,0.0,1.06,0.0,0.0,0.0,295.0,5.0,5.0,1.54,1.85
15,2016,Madrid,2554.0,8.02,28.67,729.0,54444.0,111300.0,21.6,97.49,0.0,1.06,0.0,0.0,0.0,300.0,1.0,1.0,0.3,0.3
